bcr_patient_barcode,B lineage,CD8 T cells,Cytotoxic lymphocytes,Endothelial cells,Fibroblasts,Monocytic lineage,Myeloid dendritic cells,NK cells,Neutrophils,T cells,KRAS,EGFR,CD274,MET,BRAF,ROS1,ALK,ERBB2,ERBB4,DDR2,FGFR1,FGFR2,FGFR3,NTRK1,NTRK2,NTRK3,LTK,RET,NRG1,NRAS,MAP2K1,RIT1
TCGA-97-8176,1.1670799763684432,1.2013612775139877,0.7536191938725992,2.3070049005838933,4.207520043185969,3.148266712766889,1.402569651729203,0.1604546385079648,2.3575814306743217,1.1780311337686502,3.4003539606450186,2.491883171693411,0.9564680049022106,4.290786335757312,1.9726209414168816,3.2416799820519437,0.4706588385305504,3.919417769537799,0.3612394095709582,1.6278066207143018,1.8777334491918556,1.5442552136455443,3.6576174620811934,0.0737328561553289,0.2550653239315159,0.0864881093219538,2.3982862850210185,0.6487945100736566,1.3062539187826,4.017804897732966,3.837299391573806,4.094066920751094
TCGA-97-8547,0.6445233419252403,0.5439588533897274,0.4948985220390084,2.029288919779529,5.547199582111967,2.644320465324667,2.731762272880696,0.145264416525739,1.827122290663593,1.575739795422158,3.1015938659557976,4.37997165276067,2.318270934920737,3.956103462537004,2.1185093045746552,3.3707398816329657,0.1522583722301831,4.882527891787691,0.8921801456638406,2.743826263880388,3.9377309824034015,1.6765714933155305,1.110800518086975,0.6687019218024676,0.1682455328448337,0.1168768515271595,3.8934198644643607,0.3724039965117137,0.7099266044334259,3.280965022041059,3.959821697283149,3.336010006847737
TCGA-99-7458,2.1751796452871,2.613154184642047,1.5718051318305772,3.003845898617284,4.999253608194376,2.9441891635426485,3.474160464052731,0.3149423270550809,2.0359981223007577,2.6021591518762515,3.767254016301525,4.519013770430372,3.56868543167828,5.476404816487897,2.9475098447743875,4.328260368839088,0.4619530898311383,4.833840976501538,0.530106302289244,2.957408554917855,2.5710422471598813,2.3993348257618057,2.0285584300384354,0.5091758818323645,0.4414403377484756,0.2974070431786542,2.944459760427492,1.0299828897747711,0.5524656533249265,4.341700943390423,4.350207680990076,3.980775646120654
TCGA-99-8025,1.7255604814139622,0.7537542825686137,0.6734981860961432,2.436350525848722,4.735497821155136,2.3578536368887093,1.2053415105768353,0.1339705923273319,1.676996372071636,1.206627411254774,3.171956621772758,2.8058864361349745,1.7140711969415956,5.244571523914101,2.5735712208050776,3.245675940519785,0.1298397259485299,5.250116220494214,0.5943188653233537,1.9662354792091312,2.3400677267252323,1.7673477210113289,2.7223205777473103,0.0955732186342877,0.2543508482383486,0.0890067556857502,4.211466282305279,0.3318250056643397,0.5249104834918303,3.644258963997821,3.786835899220569,3.976408440305377
TCGA-99-8033,1.324469802750722,2.347005262261209,1.683546305618934,1.990374454174069,4.693546156473105,2.968520134026634,1.5925080675937278,0.8797197410695722,2.1541653704955923,1.907555732236517,3.341520391573125,3.835955188645856,2.817997656426149,4.789100543610469,1.9523391459769563,2.852044530205522,0.220594150813215,4.263402124612212,0.2790522837580768,2.0928075788924074,2.329570645931525,1.069567883262118,1.8559164428948305,0.6121925304613688,0.0806780889982872,0.1118333930890094,0.6708852057286454,0.6242787730195282,0.6686125454335602,4.239679161055381,4.385625916847206,4.475084646357412
TCGA-L9-A5IP,0.7648764421339606,1.525304915443264,1.023368349593316,2.136379180783502,3.993557839698587,2.875834719727724,0.6679806256380914,0.4914228067075942,2.326254245384756,1.4245126020127048,3.7775312283452456,4.059454327708045,2.334597402679559,3.841885196093871,1.860402527711491,0.0944463303043992,0.0422682302925964,3.689792242760032,0.013694509104634,1.3796006531819376,1.6657475701664697,0.5090163207509181,1.5427827789891464,0.3548579119936249,0.2135767223565257,0.0286742148139837,0.655523607400253,0.8836901001850308,1.9432567957133933,3.60076259232205,4.682633976385936,4.528236036921372
TCGA-MP-A4T6,2.1261497145464614,1.5496276067687111,1.070054513516704,1.978589005938023,3.4178838121058632,2.4676547806249967,1.9554064103985425,0.1367686139837883,2.0762543179526456,2.083468594991971,2.6972084722134984,4.163212263843072,1.7977850312800423,4.568597876575722,2.9208454860816806,3.1132530873100914,0.2354459233126879,5.29956741070196,0.8186747975900805,2.039079536913588,2.451133369375855,2.035968644182693,4.277370223640848,0.8072754061445652,0.3460854397836522,0.0408480067264361,1.688267769560206,0.2173555476946973,0.146287907449255,2.9723782740359947,3.687065032112016,4.583539953457096
TCGA-MP-A4T7,1.2922895740157052,1.1135550369794462,0.999268366590736,2.268153010401109,3.6728085306845135,2.795210467008466,1.4770997914390231,0.3686487926167408,2.242477582756834,1.5903704991907524,3.118632798539577,2.884876668898572,1.6127679067905976,4.439622464594699,2.0201518143319173,3.183882262462437,0.252533275537647,4.599033064202098,0.8673627026358998,1.511079427643634,1.9699311723601411,2.399496770035434,2.9368184803292827,0.2423995067370329,0.605774976325792,0.2753024702235757,2.1048696571095062,0.7428507731690229,1.167844876857935,3.475695272468358,4.336117853386132,3.482742828884552
TCGA-MP-A4T8,0.7359149373683587,0.4379252068694892,0.7062504797482482,2.1347212763875305,5.015078956741432,2.5267418850302987,0.8012123546236815,0.1642392631603121,1.9851245843351175,1.2688654197957143,3.698810303227443,2.7967536592146347,1.1947208190100769,3.583267937034339,2.204767212680363,2.3537765842604688,0.0833439072690487,4.817957559615013,0.0363428757820623,2.017448154372275,2.316344298087762,1.1367788388948965,2.3792240051576,0.394809346292878,0.020499966993967,0.0244737017080923,3.083611602052555,0.7690805230658989,0.7347726750396797,4.218621549834028,3.8326200682877216,3.3787432075109685
TCGA-MP-A4T9,1.8029023602498144,1.6535462850364575,1.2465384651329312,3.136017411365107,4.980272299620941,2.876569481613547,2.199374077439534,0.3466759637555927,2.053473177451393,1.9957656496080565,3.590476555450575,5.162591841383973,3.0452844556914647,4.477099201898874,2.666086731102033,4.603404196518474,0.4498717179222062,5.196535716990916,0.7091821805651529,2.3403019463249173,2.686363476740899,2.5387790223329767,4.449520319084516,0.5314729413501081,0.6081026162635648,0.1827584026594851,3.462450684293678,1.3304729231350754,0.7630638513182447,4.008364443532637,4.1053224732351765,3.831533102135856
TCGA-MP-A4TC,1.2033345093087764,1.690072900758557,1.1839476355867902,2.1942641631820194,5.943661928571764,2.996018501322009,1.7086466217624312,0.3880814159513567,1.7833573439312909,2.0035791513773806,3.005687147670408,3.7759239754356178,3.877482301287678,4.9443667738827255,2.4958782534762225,3.1301851261123543,0.3791582023412286,4.833770147203717,0.1468288554737583,2.555260014841564,3.1824455171431496,2.2383017435247083,3.101462940620485,0.827705737598887,0.0543038856692967,0.059274402560687,1.4435511248523722,0.3477208954138374,1.25679426853288,4.367614873387062,4.1941586272867735,3.520522144191088
TCGA-MP-A4TD,2.57143567553282,1.0647711340139276,0.6916775743869038,2.3450284486689053,5.441801479821574,2.5080308542915923,1.8168449373252045,0.3318001452389785,1.900652802262304,1.7279294979258129,3.206753389758734,2.211441697741657,1.1205525137286825,1.64272871465969,2.111816810585855,1.9143324927585363,0.0704522118250862,4.363281425930214,0.1883192160909221,2.407123046578243,3.2303912799495373,2.829917862199308,1.249584321954228,0.505754083685033,0.2944268514389817,0.2627843322659264,2.8901045059684427,3.0503034530854207,0.4826589075486459,3.1431844512611646,3.2303762827782507,3.690108048896647
TCGA-NJ-A4YI,0.7193886391296105,0.6078572277751352,0.5940517177098903,2.113747225887649,4.495116106825146,2.5134584931093484,2.4770124138996428,0.140760384379096,1.8730423959546787,1.406383341256476,3.731853052102423,4.083114036784703,3.236459729205148,5.494191523691476,2.6446580627818244,4.1575796516696855,0.0722992386191841,4.864243796292054,0.1549671109804865,1.7126242337523296,3.335927255003596,1.5038967214911687,2.182707781508986,0.305974667797936,0.1201081603345072,0.0820315008345111,1.5073114163761372,0.4557795650300327,0.1208599831104554,3.390858908719212,3.995313332728617,4.108221843021003
